B
A
E
B
A
C
A
E
-
C
A
E
D
C
C
D
E
D
C
A
C
A
B
E
C
D
B
A
A
E
B
C
D
E
B
A
D
D
A
E
A
C
A
C
E
B
-
E
D
D
A
B
B
A
D
B
-
-
B
C
C
A
B
E
B
A
-
A
E
E
D
A
-
C
C
B
C
B
A
C
E
B
C
A
C
E
E
C
D
E
A
C
A
